,txt,label
660,โรงเรียนน่าจะเคลียร์เรื่องตัวเลขให้มากกว่านี้นะคะ สรุปคือคืนเท่าไหร่คืนยังไงคะ,6
661,ข​อ​ง​ ป.1​ ไม่มีคืนค่าเทอมหรือค่ะ,6
662,ค่าอาหารกลางวันเด็กจะมีคืนด้วยหรือไม่ค่ะ,6
663,อยากทราบว่าค่าอาหารไม่คืนหรอคะ,6
664,ค่าเรียนภาษาจีน ของอนุบาลมีคืนบ้างมั้ยคะ,6
665,เตรียมอนุบาลไม่มีรายการคืนค่าเทอมเลยหรอค่ะ,6
666,ค่าห้องเรียนปรับอากาศของ อ.1 คืนมั้ยค่ะ,6
667,ค่าอาหารกลางวันไม่คืนหรอคะ,6
668,คืนค่าเทอมช่องทางไหนคะ,6
669,อนุบาลคืนเท่าไหร่คะ,6
670,สอบถามคับ จะคืนค่าเทอมในช่องทางไหนหรอครับ,6
671,เตรียมอนุบาล ไม่มีคืนบ้างหรอคะ,6
672,Ep มีคืนมัยคะ,6
673,จะมีการคืนเงินค่าธรรมเนียมหรือค่าอาหารบางส่วนมั๊ยคะ,6
674,จะต้องมีการคืน​เงินค่าอาหาร​ด้วยใช่ไหม เพราะทางโรงเรียน​เก็บเงินแบบจำนวนเต็ม​ไป ใช่หรือไม่คะ,6
675,ค่าอาหารกลางวันไม่เฉลี่ยคืนให้ด้วยหรอคะ ยังไม่รู้เลยว่าจะได้ไปเรียน 100% ตามกำหนดการของโรงเรียนหรือเปล่า,6
676,เงินคืนค่าเรียนปรับพื้นฐานสรุปว่าทางโรงเรียนจะคืนให้ทางไหน และวันไหนคะ,6
677,คืนค่าเรียนซัมเมอร์ไหมคะ,6
678,สอบถามค่ะจะมีการคืนค่าชัมเมอร์ไหมคะ,6
679,ถ้าจะนำใบเสร็จ​ไปทำเบิกล่ะคะ​ ไปจ่ายที่​ รร.ทีเดียววันที่ 17เลยรึเปล่า​ จะได้ไปจ่ายแล้วได้ใบเสร็จ​เรยรวดเดียวค่ะ,6
680,ขอใบเสร็จมาเบิกได้เมื่อไรค่ะ,6
681,ไม่ทราบว่าเริ่มให้รับใบเสร็จได้เมื่อไรคะ,6
682,จะขอใบเสร๊จไปเบิกต้องทำไงคับ,6
683,เงินซัมเมอร์ให้เอาใบเสร็จไปรับเงินคืนได้เลยมั้ยคะ,6
684,ไปชำระค่าเทอมวันที่ 17พ.ค นี้ได้ไหมคะ เพราะต้องการใบเสร็จไปเบิกค่ะ,6
685,จะเอาใบเสร็จไปเบิกค่าเทอมเทอมที่แล้ว ต้องทำไงค่ะ,6
686,หาใบเสร็จค่าเรียนปรับพื้นฐานป.1ไม่เจอจะเบิกได้ไหมค่ะ,6
687,ชำระผ่านโมบายแบงค์กิ้งไปแล้ว จะรับใบเสร็จนี่ต้องไปรับที่ไหนครับ,6
688,ขอผ่อนค่าเทอมกับโรงเรียนได้ไหมค่ะ,6
689,เข้าไปจ่ายที่ รร ได้ไหมคะ ต้องเอาเอกสารมาทำเบิกค่ะ,6
690,รบกวนสอบถามค่ะ เข้าไปจ่ายที่โรงเรียนได้ไหมคะ เพราะต้องการใบเสร็จมาเบิกค่ะ,6
691,กรณีเบิกค่าเล่าเรียนต้องติดต่อขอรับใบเสร็จพร้อมเอกสารการเบิกเงินได้เวลาไหนบ้างค่ะ ,6
692,เบิกค่าเล่าเรียนต้องใช้เอกสารอะไรบ้างในการไปยื่นคะ,6
693,ถ้าไปชำระที่ โรงเรียนเลยได้ไหมจะได้รับใบเสร็จเลยอยู่ใกล้ๆ รร,6
694,ใช้บัตรกสิกร ผ่อน 3 เดือน อันนี้มีค่าธรรมเนียมในการใช้บัตรไหมคะ,6
695,ถ้ามีบัตรกสิกรอยู่แล้วผ่อนได้ไหมค่ะ จ่ายค่าเทอมอ่ะค่ะ,6
696,ชำระค่าเทอมสามารถชำระโดยใช้บัตรเครดิต tmb ได้ไหมคะ       ,6
697,สวัสดีครับ ผมขอทำเรื่องผ่อนผันการจ่ายค่าเทอมได้ที่ไหนหรอครับ,6
698,ค่าเทอมจ่ายทีเดียวหรือผ่อนจ่ายได้คะ,6
699,ชำระค่าเทอมบัตรเครดิตกสิกรผ่อน3เดือน 0%เสียค่าธรรมเนียมบัตรเครดิต ร้อยละ 2 ไหมคะ,6
700,ใช้บัตรกสิกร ผ่อนค่าเทมอ 3 เดือน อันนี้มีค่าธรรมเนียมในการใช้บัตรไหมคะ,6
701,ท่ามีบัตรเครดิตของกสิกรแล้วผ่อนชำระกับกสิกรได้ใช่ไหมคะ,6
702,ค่าเทอมขอผ่อนค่าเทอมกับโรงเรียนได้ไหมครับ,6
703,ผ่อนค่าเทอมโดยตรงกับทาง รร. ไม่ได้หรอคะ,6
704,มีบัตรกสิกรอยู่แล้วสามารถผ่อนได้เลยไหมครับ,6
705,ไม่อยากทำบัตร สามารถผ่อนกับ ร.รโดยตรงได้ไหมคะ,6
706,ชำระค่าเทอมผ่านธนาคารกสิกรได้ปกติใช่มั๊ยคะ,6
707,จะไปชำระค่าเทอมวันนี้ค่ะ เต้องการใบเสร็จไปเบิก,6
708,ค่าเรียนปรับพื้นฐาน ม.1ยังไม่คืนอีกหรอคะ,6
709,สอบุามค่ะ คืนค่าเรียนซัมเมอร์ไหมคะ,6
710,ชำระและส่งหลักฐานได้ตั้งแต่วันไหนคะ,6
711,ขอใบเสร็จมาเบิกได้เมื่อไรค่ะ,6
712,สามารถให้ผ่อนชำระ หรือลดค่าเทอมบ้างมั้ยคับ ,6
713,ติดต่อขอรับเงินค่าเรียนเสริมคืน แต่ติดต่อไม่ได้ ต้องเป็นช่องทางไหนคะ,6
714,ตอนคืนค่าเทอมไม่เห็นจะโอนกลับผ่าน Kbank แล้วให้เปิดไปทำไมครับ ???,6
715,ส่งหลักฐานได้ตั้งแต่วันไหนคะ,6
716,ชำระค่าเทอมทุกระดับชั้นเลยใช่ไหมครับเบอร์บัญชีเบอร์นี้,6
717,สามารถไปชำระที่การเงินวันนี้ได้ไหมคะ,6
718,วันที่ 8-9 พค. ยังมีรับชำระที่โรงเรียนอยู่หรือไม่ครับ,6
719,ใบเสร็จมาเบิกได้เมื่อไรครับ,6
720,สามารถชำระค่าเทอมได้ช่องทางเดียวเหรอคะ,6
721,"แล้วจะขอใบเสร๊จไปเบิกต้องทำไงคับ
",6
722,ผ่อนค่าเทอมมีค่าธรรมเนียมในการใช้บัตรไหมคะ,6
723,ขอใบเสร็จมาเบิกได้ที่ไหนคะ,6
724,ขอเลขบัญชีในการจ่ายค่าเทอมหน่อยค่ะ,6
725,ชำระค่าเทอมเรียบร้อยแล้ว แจ้งสลิปได้ที่ไหนคะ,6
726,จ่าค่าเทอมล่าช้าแต่ไม่เกินวันที่4 ธันวาคมได้ไหมค่ะ,6
727,อยากทราบว่า รร รับสมัครนักเรียนกลางคลันไหมค่ะ เทอม2ว่าจะย้ายไปคะ ชั้น ป.4คะ,7
728,"ขอสอบถามหน่อยครับ สีกางเกงของโรงเรียนเขาเรียกว่าสีอะไรนะครับ พอดีจะซื้อไปให้หลานแต่ไม่แน่ใจว่า
เรียกสีนี้ว่าอะไร",4
729,ตรวจเครื่องแต่งกายและทรงผมนักเรียนวันที่เท่าไหร่คะ,4
730,วันที่ตรวจเครื่องกายตรวจไม่ผ่าน จะต้องทำยังไงคะ,4
731,ขอรทาบเรื่องการปักชุดนักเรียนหน่อยค่ะ,4
732,ปักตรา รร.ข้างไหนคะ,4
733,ขออนุญาติสอบถามค่ะ การปักชุดนักเรียนตรา รร.ต้องอยู่ข้างไหนคะ,4
734,ทางฝ่ายปกครองจะทำหนังสือแจ้ง ผปค นร ที่ขับขี่มอเตอร์ไซด์ มา รร เมื่อไหร่คะ,4
735,วันนี้ลูกอาจจะไป รร สาย จะตัดคะแนนความประพฤติเท่าไหร่คะ,4
736,อยากให้ลูกเรียน รด ต้องอยู่ชั้นไหนคะ,4
737,ขอทราบเอกสารในการสมัคร รด หน่อยค่ะ,4
738,ขออนุุญาติสอบถามค่ะ รูปถ่ายที่ใช้สมัคร รด.ต้องมีขนาดเท่าไหร่คะ,4
739,ส่งเอกสารการสมัครนักศึกษาวิชาทหารได้ถึงเมื่อไหร่ครับ,4
740,ขออสอบถามครับสำเนา ปพ.1 ที่จะต้องยื่นสมัคร รด.ต้องใช้หน้าหลังใช่ไหมครับ,4
741,มีตัวอย่างการปักชุดนักเรียนไหมคะ,4
742,สมัคร รด.ได้ช่วงไหนคะ,4
743,ขอรายละเอียดการสมัคร รด หน่อยค่ะ,4
744,นักเรียนชายไว้ทรงนักเรียนได้อย่างเดียวเหรอคะ ไว้รองทรงได้มั้ยคะ,4
745,ม.ปลาย ไว้รองทรงต่ำแล้วไหมคะ,4
746,ขอระเบียบการแต่งกาย ม.ต้นหน่อยค่ะ,4
747,ตอนนี้สามารถเข้าไปรับลูกได้มั้ยคะ,4
748,สวัสดีครับลูกมาบอกผมว่าโดนเพื่อนแกล้งทางโรงเรียนจัดการยังไงได้บ้างครับ,4
749,สวัสดีค่ะลูกถูกเพื่อนบูลลี่ทางโรงเรียนสามารถช่วยได้ไหมคะ,4
750,ลูกถูกเพื่อนแกล้งที่โรงเรียนค่ะ ตอนนี้ลูกไม่อยากไปโรงเรียนแล้วจะทำเรื่องขอพักการเรียนหรือย้ายห้องได้ไหมคะ,4
751,ลููกไม่โอเคกับคุณครูที่สอนคณิตค่ะสามารถเปลี่ยนครูได้ไหม,4
752,อยากทำเรื่่องพักการเรียนต้องทำอย่างไรบ้างครับ,4
753,ลูกถูกพักการเรียนเรื่องอะไรหรอคะ,4
754,ทำไมลูกถึงถูกพักการเรียนคะ,4
755,ลูกถูกเพื่อนในห้องกลั่นแกล้งอยากทำเรื่องขอย้ายห้องได้ไหมคะ,4
756,สวัสดีค่ะมีคุณครูท่านนึงพูดจาไม่ดีค่ะทำให้ลูกรู้สึกแย่ รบกวนตักเตือนครูได้ไหมคะ,4
757,ลูกมีปัญหาเรื่องเพื่อนในห้องค่ะอยากให้ช่วยดูแลเรื่องนี้ได้ไหมคะ,4
758,เปิดกี่โมงคะ,0
759,ชำระออนไลน์แล้ว วันที่ 28 นี้ ต้องไปโรงเรียนอีกไหมคะ,7
760,ทางโรงเรียนมีเปิดรับสมัครเข้ ป. 1รอบ 2มั้ยคะ,7
761,กดถัดไปไม่ได้ค่ะ ค้างอยู่แค่กำลังบันทึกข้อมูลตั้งแต่เมื่อคืน แล้วไม่มีให้แนบเอกสาร,0
762,ปริ้นใบสมัครไม่ได้ค่ะ,0
763,ปริ้นใบสมัครไม่ได้ค่ะ,0
764,สมัครไปแล้ว ทำไมไม่มีรายชื่อคะ ต้องทำยังไงคะ,7
765,แล้วสอบที่ตึกไหนยังไงคะ,1
766,เข้าระบบลงทะเบียนไม่เห็นได้เลยค่ะ หน้าจอค้างแบบนี้ แก้ไขอย่างไรค่ะ,0
767,สอบถามห้องเรียนพิเศษ สสวท.ครับ ว่าเรียนยังไงบ้างครับ,9
768,วันนี้ห้องเรียนพิเศษ สสวท มีคาบปฏิบัติมั้ยคะ,9
769,สสวท พรุ่งนี้มีการเพาะเลี้ยงเนื้อเยื่อเห็ดถั่งเช่าสีทอใช่ไหมคะ,9
770,"มีข้อสงสัยค่ะ microbit นี่สอนเฉพาะในเสริมวันเสาร์ใช่ไหมคะ? ในหลักสูตรปกติไม่เห็นมีสอน 
แถมเรียนมาจะครึ่งภาคเรียนที่สองแล้ว เพิ่งจะเริ่ม ให้ใช้ scratch ตามตำรา สสวท. ด้วย",9
771,ไมโครบิต ป.6 ได้เรียนเทอมเดียวเหรอคะ เสียดายจังค่ะ,9
772,ขอตารางการสอบคัดเลือกเข้าโครงการห้องเรียนพิเศษวิทยาศาสตร์หน่อยค่ะ,9
773,สสวท. ม.4 สอบอาคารไหนคะ,9
774,สอบคัดเลือกเข้าสสวท. เริ่มกี่โมงคะ,9
775,สอบถามเรื่องหลักสูตรอุตสาหกรรมการบินหน่อยค่ะ,9
776,มีรูปงานแนะแนว สสวท วันนี้มั้ยคะ,9
777,รับสมัคร  Enrichment Science & Math Project (ESMP) เมื่อไหร่คะ,9
778,รับสมัคร  ESMP เมื่อไหร่ครับ,9
779,ุถ้าจะสมัคร ESMP ลูกต้องมีเกรดเฉลี่ยเท่าไหร่คะ,9
780,ปรับพื้นฐาน ม.1 ESMP แต่งชุดอะไรครับ,9
781,มีหนังสือของป.3 ซื้อไว้ แต่ลูกต้องย้ายร.รกะทันหัน ต้องทำไงคะมีฝากขายมั้ยคะ,0
782,ถ้าไปซื้อสมุดหนังสือหลังวันที่ 16/6 ต้องไปติดต่อที่ไหนคะ ขอบคุณค่ะ,0
783,วันเสาร์อาทิตย์สหกรณ์เปิดไหมครับผม,3
784,วันนี้สหกรณ์เปิดขายชุดนักเรียนไหมคะ,3
785,รบกวนสอบถามค่ะ วันธรรมดาสหกรณ์เปิดทุกวันไหมคะในสหกรณ์มีชุดนักเรียนขายไหม ของ ม.1 ค่ะ,3
786,ชุดนักเรียนจะมีเปิดจำหน่ายอีกไหมครับ,3
787,"ตารางสอนรับวันไหนครับ
",3
788,โรงเรียนควรเปิดเสาร์และอาทิตย์ขายสมุดและหนังสือบ้างนะครับเพราะผู้ปกครองวันธรรมดาต้องทำงานครับ,3
789,เปิดเทอมวันไหนคับ,1
790,วันเสาร์-อาทิต เปิดหรือเปล่าคะ,3
791,สหกรณ์เปิดกี่โมง-กี่โมงคะ,3
792,"เสาร์-อาทิตย์ สามารถไปซื้อชุดนักเรียนได้ไหมค่ะ
",3
793,วันหยุดราชการเปิดขายไหมค่ะ?,3
794,มีขายชุดนักเรียนด้วยเปล่าคะ,3
795,"ร้านรับปักชื่อ มีมาด้วยไหมคะที่1-19 มิ.ย ค่ะ
",3
796,"ชุดนักเรียนซื้อได้วันไหนค่ะ
",3
797,สมุดเปิดขายยังคะ วันนั้นไปซื้อได้หนังสืออย่างเดียว..,3
798,ค่าเทอม ม.ปลาย จ่ายเมื่อไหร่คะ,1
799,"ชุดนักเรียนเปิดขายอีกวันไหนค่ะ
",3
800,"ชุดนักเรียนเปิดจำหน่ายถึงเมื่อไรครับผม
",3
801,ชำระค่าเทอมในวันที่ไปซื้อหนังสือได้มั้ยครับ ?,1
802,สมุดเปิดไหมค่ะ,3
803,จำหน่ายหนังสือนี่รวม EP ด้วยไหมครับ,3
804,ม.3ดูวิชาวิทย์ชั่วโมงสรุปสายใยอาหารและแบบทดสอบหลังเรียนไม่ได้ค่ะ ไม่มีคลิปขึ้น รบกวนแก้ไขด้วยค่ะ,1
805,วันนี้เข้าไปซื้อสมุดได้ถึงกี่โมงคะ,3
